9.549135630694086663e-01 9.549135630694086663e-01 9.549135630694086663e-01 9.549135630694086663e-01 9.542770396405469979e-01 9.542770396405469979e-01 9.542770396405469979e-01 9.542770396405469979e-01 9.553109648660265130e-01 9.553109648660265130e-01
9.375020700833990306e-01 9.375020700833990306e-01 9.375020700833990306e-01 9.375020700833990306e-01 9.383136952436176292e-01 9.383136952436176292e-01 9.383136952436176292e-01 9.383136952436176292e-01 9.374795107630673474e-01 9.374795107630673474e-01
9.292619739578398264e-01 9.292619739578398264e-01 9.292619739578398264e-01 9.292619739578398264e-01 9.287327483710261511e-01 9.287327483710261511e-01 9.287327483710261511e-01 9.287327483710261511e-01 9.281429281721660374e-01 9.281429281721660374e-01
9.231920040187485688e-01 9.231920040187485688e-01 9.231920040187485688e-01 9.231920040187485688e-01 9.231769578877476734e-01 9.231769578877476734e-01 9.231769578877476734e-01 9.231769578877476734e-01 9.238338178828906511e-01 9.238338178828906511e-01
9.216490414717144475e-01 9.216490414717144475e-01 9.216490414717144475e-01 9.216490414717144475e-01 9.203596300217796733e-01 9.203596300217796733e-01 9.203596300217796733e-01 9.203596300217796733e-01 9.204940028078663072e-01 9.204940028078663072e-01
9.172775932987549119e-01 9.172775932987549119e-01 9.172775932987549119e-01 9.172775932987549119e-01 9.180497207813675953e-01 9.180497207813675953e-01 9.180497207813675953e-01 9.180497207813675953e-01 9.189437479601360037e-01 9.189437479601360037e-01
9.168362818600936937e-01 9.168362818600936937e-01 9.168362818600936937e-01 9.168362818600936937e-01 9.171778335068432320e-01 9.171778335068432320e-01 9.171778335068432320e-01 9.171778335068432320e-01 9.174523564925234353e-01 9.174523564925234353e-01
9.142410188334233467e-01 9.142410188334233467e-01 9.142410188334233467e-01 9.142410188334233467e-01 9.164662982867339824e-01 9.164662982867339824e-01 9.164662982867339824e-01 9.164662982867339824e-01 9.154706632358694529e-01 9.154706632358694529e-01
9.156770428927212269e-01 9.156770428927212269e-01 9.156770428927212269e-01 9.156770428927212269e-01 9.157147842492091572e-01 9.157147842492091572e-01 9.157147842492091572e-01 9.157147842492091572e-01 9.154833478143569181e-01 9.154833478143569181e-01
9.132845528924236067e-01 9.132845528924236067e-01 9.132845528924236067e-01 9.132845528924236067e-01 9.162300136240816295e-01 9.162300136240816295e-01 9.162300136240816295e-01 9.162300136240816295e-01 9.130986864187519148e-01 9.130986864187519148e-01
9.156333445092263990e-01 9.156333445092263990e-01 9.156333445092263990e-01 9.156333445092263990e-01 9.151516200363633002e-01 9.151516200363633002e-01 9.151516200363633002e-01 9.151516200363633002e-01 9.136641195714626518e-01 9.136641195714626518e-01
9.139178933615973444e-01 9.139178933615973444e-01 9.139178933615973444e-01 9.139178933615973444e-01 9.141512935292200881e-01 9.141512935292200881e-01 9.141512935292200881e-01 9.141512935292200881e-01 9.145179858338333689e-01 9.145179858338333689e-01
9.148489605619644083e-01 9.148489605619644083e-01 9.148489605619644083e-01 9.148489605619644083e-01 9.149641467469651346e-01 9.149641467469651346e-01 9.149641467469651346e-01 9.149641467469651346e-01 9.147482654608329877e-01 9.147482654608329877e-01
9.136876232818313959e-01 9.136876232818313959e-01 9.136876232818313959e-01 9.136876232818313959e-01 9.145344034162569136e-01 9.145344034162569136e-01 9.145344034162569136e-01 9.145344034162569136e-01 9.144257045080241841e-01 9.144257045080241841e-01
9.160436252406235491e-01 9.160436252406235491e-01 9.160436252406235491e-01 9.160436252406235491e-01 9.143456199214590185e-01 9.143456199214590185e-01 9.143456199214590185e-01 9.143456199214590185e-01 9.148825183375776104e-01 9.148825183375776104e-01
9.145911060677081039e-01 9.145911060677081039e-01 9.145911060677081039e-01 9.145911060677081039e-01 9.147321372566120656e-01 9.147321372566120656e-01 9.147321372566120656e-01 9.147321372566120656e-01 9.138604132361445309e-01 9.138604132361445309e-01
9.160367396285099550e-01 9.160367396285099550e-01 9.160367396285099550e-01 9.160367396285099550e-01 9.152523617776974207e-01 9.152523617776974207e-01 9.152523617776974207e-01 9.152523617776974207e-01 9.146183622340964270e-01 9.146183622340964270e-01
9.147375170296083713e-01 9.147375170296083713e-01 9.147375170296083713e-01 9.147375170296083713e-01 9.149978783011437633e-01 9.149978783011437633e-01 9.149978783011437633e-01 9.149978783011437633e-01 9.146481234805231564e-01 9.146481234805231564e-01
9.157438823488940338e-01 9.157438823488940338e-01 9.157438823488940338e-01 9.157438823488940338e-01 9.151130030480891797e-01 9.151130030480891797e-01 9.151130030480891797e-01 9.151130030480891797e-01 9.150472949204805362e-01 9.150472949204805362e-01
