9.197225481892219445e-01 9.164373646488425118e-01 9.148684505440274339e-01 9.162047019136717596e-01 9.153211565695927865e-01 9.184349090659903458e-01 9.126729791073380227e-01 9.169651838094668994e-01 9.142439849198843449e-01 9.166700410243546759e-01
8.945649822074221991e-01 8.954884253065293898e-01 8.884299937079916942e-01 8.918611962495164303e-01 8.921833568936906600e-01 8.939233579312569899e-01 8.926846573577521538e-01 8.954910587598632343e-01 8.933943201661017630e-01 8.912625680164221187e-01
8.840308080861609685e-01 8.852390924108832770e-01 8.891475101308004003e-01 8.827816950539582042e-01 8.837128042094909430e-01 8.846395909099618038e-01 8.866028023466590025e-01 8.831052716530788382e-01 8.853004643669051266e-01 8.837428266670509514e-01
8.823533480624750069e-01 8.822545351183764817e-01 8.852875804594843023e-01 8.826645946343556481e-01 8.848291842115725281e-01 8.845898758095867009e-01 8.836866444424477107e-01 8.822529107827713490e-01 8.811428914504249033e-01 8.818730341212950297e-01
8.795907353672934859e-01 8.816238640487171763e-01 8.801284815853676058e-01 8.785833036905957849e-01 8.835599730077313696e-01 8.848493226362973418e-01 8.837764630988115266e-01 8.857966694944027219e-01 8.836151233944284922e-01 8.813349657152628192e-01
8.845117733886167510e-01 8.797143484439848837e-01 8.858033679958438045e-01 8.820720442447925747e-01 8.817362892447738743e-01 8.827573396965060493e-01 8.809027362436505637e-01 8.835844495033362556e-01 8.847145752999332480e-01 8.839408050015516993e-01
8.856635122753382383e-01 8.839910273929103557e-01 8.864766913154471517e-01 8.832775382700424061e-01 8.841369620221082304e-01 8.851997168143265204e-01 8.848150267799855806e-01 8.870938379672071994e-01 8.859115322514713453e-01 8.824267704837079895e-01
8.881649238798287049e-01 8.855563530995916866e-01 8.879352943777648610e-01 8.845470775786348216e-01 8.851336103088747187e-01 8.863346217932869253e-01 8.860097773861722592e-01 8.861135982131432831e-01 8.858061584514397291e-01 8.840959709692185475e-01
8.889042920614461663e-01 8.879771276643996236e-01 8.890697847207434945e-01 8.873557823370641362e-01 8.882163030529006686e-01 8.896014133051671768e-01 8.895385409256879594e-01 8.888347202034829753e-01 8.878249721483932877e-01 8.879842823360660775e-01
8.905197019567020478e-01 8.903668397881349117e-01 8.909076597869194369e-01 8.903211236914779780e-01 8.903692605158748385e-01 8.888749046782242758e-01 8.886582712088507696e-01 8.917737194348862584e-01 8.907228019837878374e-01 8.909426986377124713e-01
