9.831393368467574723e-01 9.831673191957177593e-01 9.821554658251409053e-01 9.837669459227534885e-01 9.838689163682446948e-01 9.821518474827150014e-01 9.816361073666133308e-01 9.838849502045156070e-01 9.826351740823949799e-01 9.829825301995713804e-01
9.702708977642091615e-01 9.701346507997551383e-01 9.721696909207699910e-01 9.716190499024025540e-01 9.697829770036486829e-01 9.697985129389252723e-01 9.700953360024164862e-01 9.713924540702811861e-01 9.700481497408905973e-01 9.705595211683903933e-01
9.595557056231899251e-01 9.614786851068811702e-01 9.587261824858301917e-01 9.606666917059230038e-01 9.613919065077914938e-01 9.606075729244365480e-01 9.589566516640022353e-01 9.600612898854312682e-01 9.623540752977030044e-01 9.596937666657925359e-01
9.524317554560697285e-01 9.527228316128436569e-01 9.516348069287925426e-01 9.515756923889903129e-01 9.522739939118980423e-01 9.511533693675673362e-01 9.517707562261191745e-01 9.526204831646788440e-01 9.528053335560562331e-01 9.532845078837260955e-01
9.467034804472395093e-01 9.467848750924887646e-01 9.466730325897780851e-01 9.452055573878793693e-01 9.462943257974282263e-01 9.465755839708686059e-01 9.456765458695216564e-01 9.458194016369607660e-01 9.469912125422647042e-01 9.479427860816882490e-01
9.397335578249306209e-01 9.418989574086733541e-01 9.410496473803589002e-01 9.398765349378275236e-01 9.411927694742779904e-01 9.402665724532722757e-01 9.414834648425163266e-01 9.388834977523728975e-01 9.428850188954568390e-01 9.408740748555498579e-01
9.365460371666182171e-01 9.384515412268134016e-01 9.362666387553429947e-01 9.384356238493810620e-01 9.393605212783259217e-01 9.361163962042595710e-01 9.374029564661524594e-01 9.376694525492835774e-01 9.367505683259373939e-01 9.377284081496144452e-01
9.354833203550467768e-01 9.347868832151543517e-01 9.334594094312022028e-01 9.318840293575206823e-01 9.343757374342264166e-01 9.342849007554469010e-01 9.344292619148432122e-01 9.331777703488948195e-01 9.330850147037431652e-01 9.344418950950734715e-01
9.307034808621904576e-01 9.309865148516662803e-01 9.313404955165780486e-01 9.310029025913232337e-01 9.321639318190514389e-01 9.324128372953984778e-01 9.304425610109120504e-01 9.332125036142909780e-01 9.327146455572328243e-01 9.307792278060994517e-01
9.279617191628207751e-01 9.281231529201335873e-01 9.287342386760207846e-01 9.301495001523574224e-01 9.299081539245306338e-01 9.295764009946848594e-01 9.298124599294047554e-01 9.309214125483382674e-01 9.287119330433983855e-01 9.293604597244585763e-01
